number_of_elements,mean_atomic_mass,mean_fie,mean_atomic_radius,mean_Density,mean_ElectronAffinity,mean_FusionHeat,mean_ThermalConductivity,mean_Valence,critical_temp,Type
4,88.9444675,775.425,160.25,4654.35725,81.8375,6.9055,107.756645,2.25,39.0,0
4,88.9444675,775.425,160.25,4654.35725,81.8375,6.9055,107.756645,2.25,52.0,0
4,88.9444675,775.425,160.25,4654.35725,81.8375,6.9055,107.756645,2.25,65.0,0
5,88.936744,743.42,170.6,4617.8858,71.69,7.8044,89.605316,2.4,25.6,0
5,88.936744,743.42,170.6,4617.8858,71.69,7.8044,89.605316,2.4,41.9,0
5,88.936744,743.42,170.6,4617.8858,71.69,7.8044,89.605316,2.4,53.1,0
5,88.936744,743.42,170.6,4617.8858,71.69,7.8044,89.605316,2.4,70.4,0
5,88.936744,743.42,170.6,4617.8858,71.69,7.8044,89.605316,2.4,72.2,0
5,88.936744,743.42,170.6,4617.8858,71.69,7.8044,89.605316,2.4,28.0,0
5,88.936744,743.42,170.6,4617.8858,71.69,7.8044,89.605316,2.4,46.0,0
5,88.936744,743.42,170.6,4617.8858,71.69,7.8044,89.605316,2.4,60.0,0
5,88.936744,743.42,170.6,4617.8858,71.69,7.8044,89.605316,2.4,78.0,1
5,88.936744,743.42,170.6,4617.8858,71.69,7.8044,89.605316,2.4,93.0,1
5,88.936744,743.42,170.6,4617.8858,71.69,7.8044,89.605316,2.4,93.2,1
5,88.936744,743.42,170.6,4617.8858,71.69,7.8044,89.605316,2.4,90.0,1
4,76.4445625,794.0,164.5,4235.85725,77.2375,8.1805,108.756645,2.25,97.0,1
5,88.936744,743.42,170.6,4617.8858,71.69,7.8044,89.605316,2.4,99.0,1
5,88.936744,743.42,170.6,4617.8858,71.69,7.8044,89.605316,2.4,95.0,1
5,88.936744,743.42,170.6,4617.8858,71.69,7.8044,89.605316,2.4,67.0,0
5,88.936744,743.42,170.6,4617.8858,71.69,7.8044,89.605316,2.4,52.0,0
5,88.936744,743.42,170.6,4617.8858,71.69,7.8044,89.605316,2.4,38.0,0
4,93.5306,788.7,169.75,5093.10725,82.3375,7.8305,107.256645,2.25,89.0,1
5,85.99348,782.78,167.0,5649.2858,69.31,9.0244,101.605316,2.4,64.0,0
5,85.99348,782.78,167.0,5649.2858,69.31,9.0244,101.605316,2.4,47.0,0
5,85.99348,782.78,167.0,5649.2858,69.31,9.0244,101.605316,2.4,33.0,0
5,85.99348,782.78,167.0,5649.2858,69.31,9.0244,101.605316,2.4,11.0,0
4,88.9444675,775.425,160.25,4654.35725,81.8375,6.9055,107.756645,2.25,34.5,0
5,79.171174,738.22,167.0,4033.4858,66.244,7.2324,126.205316,2.2,71.7,0
5,79.171174,738.22,167.0,4033.4858,66.244,7.2324,126.205316,2.2,78.2,1
5,79.171174,738.22,167.0,4033.4858,66.244,7.2324,126.205316,2.2,80.0,1
5,79.171174,738.22,167.0,4033.4858,66.244,7.2324,126.205316,2.2,36.7,0
5,83.24476,779.88,149.8,4584.2858,73.1,8.1524,128.605316,2.6,111.0,1
5,72.942289,786.82,162.0,5168.6858,74.83,9.7844,107.005316,2.6,92.0,1
5,72.942289,786.82,162.0,5168.6858,74.83,9.7844,107.005316,2.6,65.0,0
5,72.942289,786.82,162.0,5168.6858,74.83,9.7844,107.005316,2.6,58.0,0
5,72.89433,782.44,161.4,5170.2858,84.49,9.9844,105.205316,2.2,85.0,1
5,72.89433,782.44,161.4,5170.2858,84.49,9.9844,105.205316,2.2,75.0,0
5,72.89433,782.44,161.4,5170.2858,84.49,9.9844,105.205316,2.2,66.0,0
4,76.5177175,787.05,151.75,4434.35725,79.6075,6.9055,112.006645,2.25,6.5,0
4,76.5177175,787.05,151.75,4434.35725,79.6075,6.9055,112.006645,2.25,20.3,0
4,76.5177175,787.05,151.75,4434.35725,79.6075,6.9055,112.006645,2.25,29.2,0
4,76.5177175,787.05,151.75,4434.35725,79.6075,6.9055,112.006645,2.25,34.9,0
4,76.5177175,787.05,151.75,4434.35725,79.6075,6.9055,112.006645,2.25,35.2,0
4,76.5177175,787.05,151.75,4434.35725,79.6075,6.9055,112.006645,2.25,33.2,0
4,76.5177175,787.05,151.75,4434.35725,79.6075,6.9055,112.006645,2.25,34.8,0
4,76.5177175,787.05,151.75,4434.35725,79.6075,6.9055,112.006645,2.25,19.6,0
4,76.5177175,787.05,151.75,4434.35725,79.6075,6.9055,112.006645,2.25,30.6,0
4,88.9444675,775.425,160.25,4654.35725,81.8375,6.9055,107.756645,2.25,45.0,0
4,88.9444675,775.425,160.25,4654.35725,81.8375,6.9055,107.756645,2.25,80.0,1
5,96.14901,737.8,175.0,5356.8858,72.09,10.9444,90.205316,2.4,89.7,1
5,96.14901,737.8,175.0,5356.8858,72.09,10.9444,90.205316,2.4,88.2,1
5,96.14901,737.8,175.0,5356.8858,72.09,10.9444,90.205316,2.4,88.0,1
5,96.14901,737.8,175.0,5356.8858,72.09,10.9444,90.205316,2.4,86.7,1
5,96.14901,737.8,175.0,5356.8858,72.09,10.9444,90.205316,2.4,86.9,1
5,96.14901,737.8,175.0,5356.8858,72.09,10.9444,90.205316,2.4,86.0,1
5,96.14901,737.8,175.0,5356.8858,72.09,10.9444,90.205316,2.4,87.9,1
4,88.9444675,775.425,160.25,4654.35725,81.8375,6.9055,107.756645,2.25,26.9,0
4,88.9444675,775.425,160.25,4654.35725,81.8375,6.9055,107.756645,2.25,25.5,0
4,76.5177175,787.05,151.75,4434.35725,79.6075,6.9055,112.006645,2.25,29.5,0
4,76.5177175,787.05,151.75,4434.35725,79.6075,6.9055,112.006645,2.25,34.3,0
4,76.5177175,787.05,151.75,4434.35725,79.6075,6.9055,112.006645,2.25,37.9,0
4,76.5177175,787.05,151.75,4434.35725,79.6075,6.9055,112.006645,2.25,35.0,0
4,76.5177175,787.05,151.75,4434.35725,79.6075,6.9055,112.006645,2.25,27.5,0
4,76.5177175,787.05,151.75,4434.35725,79.6075,6.9055,112.006645,2.25,11.9,0
4,64.6322175,797.15,145.5,4164.35725,78.9425,7.0405,153.256645,2.25,19.0,0
4,64.6322175,797.15,145.5,4164.35725,78.9425,7.0405,153.256645,2.25,19.5,0
4,76.4445625,794.0,164.5,4235.85725,77.2375,8.1805,108.756645,2.25,92.1,1
4,76.4445625,794.0,164.5,4235.85725,77.2375,8.1805,108.756645,2.25,89.3,1
4,76.4445625,794.0,164.5,4235.85725,77.2375,8.1805,108.756645,2.25,92.3,1
4,76.4445625,794.0,164.5,4235.85725,77.2375,8.1805,108.756645,2.25,83.0,1
4,76.4445625,794.0,164.5,4235.85725,77.2375,8.1805,108.756645,2.25,33.0,0
5,72.32465,787.02,162.8,4963.4858,65.23,9.3044,102.805316,2.4,72.0,0
5,72.32465,787.02,162.8,4963.4858,65.23,9.3044,102.805316,2.4,48.0,0
5,66.55195772,750.64,155.2,3928.6858,70.59,8.6844,134.005316,2.4,68.0,0
5,66.55195772,750.64,155.2,3928.6858,70.59,8.6844,134.005316,2.4,63.0,0
5,66.55195772,750.64,155.2,3928.6858,70.59,8.6844,134.005316,2.4,83.3,1
5,79.40045,767.14,172.8,4690.8858,70.31,10.7444,91.605316,2.6,90.2,1
5,79.40045,767.14,172.8,4690.8858,70.31,10.7444,91.605316,2.6,92.3,1
5,79.40045,767.14,172.8,4690.8858,70.31,10.7444,91.605316,2.6,89.8,1
4,92.2091,776.875,169.25,4428.85725,82.3375,7.6555,108.006645,2.25,77.0,1
5,72.32465,787.02,162.8,4963.4858,65.23,9.3044,102.805316,2.4,89.0,1
5,74.23165,816.36,160.0,4816.6858,62.09,8.0144,111.005316,2.2,60.0,0
4,91.8081,775.175,171.0,4956.10725,82.3375,7.4555,107.756645,2.25,18.0,0
5,91.606974,739.02,167.6,4596.2858,73.986,7.3844,92.405316,2.4,33.0,0
5,78.67965,745.0,175.4,3914.6858,63.096,8.1444,94.005316,2.2,95.0,1
5,78.67965,745.0,175.4,3914.6858,63.096,8.1444,94.005316,2.2,85.0,1
4,92.2091,776.875,169.25,4428.85725,82.3375,7.6555,108.006645,2.25,93.0,1
4,91.8081,775.175,171.0,4956.10725,82.3375,7.4555,107.756645,2.25,92.8,1
4,91.8081,775.175,171.0,4956.10725,82.3375,7.4555,107.756645,2.25,89.75,1
4,91.8081,775.175,171.0,4956.10725,82.3375,7.4555,107.756645,2.25,77.3,1
4,91.8081,775.175,171.0,4956.10725,82.3375,7.4555,107.756645,2.25,56.5,0
4,91.8081,775.175,171.0,4956.10725,82.3375,7.4555,107.756645,2.25,43.6,0
4,91.8081,775.175,171.0,4956.10725,82.3375,7.4555,107.756645,2.25,26.2,0
5,90.30468,735.74,160.6,5058.0858,74.386,6.7844,92.605316,2.6,20.0,0
4,76.4445625,794.0,164.5,4235.85725,77.2375,8.1805,108.756645,2.25,89.1,1
4,76.4445625,794.0,164.5,4235.85725,77.2375,8.1805,108.756645,2.25,62.0,0
4,96.03285,785.4,168.0,5384.35725,82.3375,10.3055,108.256645,2.25,88.0,1
5,83.24476,779.88,149.8,4584.2858,73.1,8.1524,128.605316,2.6,88.5,1
4,100.351275,734.25,171.75,3536.85725,75.1375,5.363,31.506645,2.5,23.0,0
3,72.8169566666667,866.4,129.333333333333,5035.80966666667,103.966666666667,6.54066666666667,137.675526666667,2.33333333333333,28.0,0
5,83.24476,779.88,149.8,4584.2858,73.1,8.1524,128.605316,2.6,85.0,1
5,83.24476,779.88,149.8,4584.2858,73.1,8.1524,128.605316,2.6,108.0,1
5,92.26674,747.78,159.2,5174.2858,60.484,6.8124,132.805316,2.2,106.0,1
4,76.4445625,794.0,164.5,4235.85725,77.2375,8.1805,108.756645,2.25,89.0,1
4,76.4445625,794.0,164.5,4235.85725,77.2375,8.1805,108.756645,2.25,91.2,1
5,83.24476,779.88,149.8,4584.2858,73.1,8.1524,128.605316,2.6,86.5,1
5,83.24476,779.88,149.8,4584.2858,73.1,8.1524,128.605316,2.6,84.0,1
7,106.454828571429,778.271428571429,148.0,5851.20414285714,72.4,9.31885714285714,100.289511428571,3.14285714285714,93.0,1
6,103.903966666667,769.1,150.5,5710.23816666667,67.0166666666667,7.58866666666667,113.00443,2.83333333333333,108.0,1
5,72.32465,787.02,162.8,4963.4858,65.23,9.3044,102.805316,2.4,55.0,0
5,72.32465,787.02,162.8,4963.4858,65.23,9.3044,102.805316,2.4,39.0,0
5,83.24476,779.88,149.8,4584.2858,73.1,8.1524,128.605316,2.6,83.6,1
6,103.903966666667,769.1,150.5,5710.23816666667,67.0166666666667,7.58866666666667,113.00443,2.83333333333333,107.0,1
4,100.351275,734.25,171.75,3536.85725,75.1375,5.363,31.506645,2.5,31.5,0
5,82.72929,781.3,164.6,5486.6858,87.21,8.8044,173.005316,2.0,90.0,1
4,76.4445625,794.0,164.5,4235.85725,77.2375,8.1805,108.756645,2.25,90.6,1
4,76.4445625,794.0,164.5,4235.85725,77.2375,8.1805,108.756645,2.25,88.9,1
4,76.4445625,794.0,164.5,4235.85725,77.2375,8.1805,108.756645,2.25,43.6,0
4,76.4445625,794.0,164.5,4235.85725,77.2375,8.1805,108.756645,2.25,45.0,0
6,93.66445,720.916666666667,166.666666666667,5390.73816666667,57.5,7.09366666666667,115.671096666667,2.33333333333333,37.6,0
4,76.4445625,794.0,164.5,4235.85725,77.2375,8.1805,108.756645,2.25,82.0,1
5,112.032234,738.12,159.4,6093.4858,69.61,6.3644,95.405316,2.4,39.6,0
5,112.032234,738.12,159.4,6093.4858,69.61,6.3644,95.405316,2.4,41.1,0
4,90.97585,782.425,146.0,5665.10725,91.35,6.4805,107.006645,2.75,21.0,0
4,76.4445625,794.0,164.5,4235.85725,77.2375,8.1805,108.756645,2.25,85.0,1
5,92.26674,747.78,159.2,5174.2858,60.484,6.8124,132.805316,2.2,120.0,1
5,72.89433,782.44,161.4,5170.2858,84.49,9.9844,105.205316,2.2,86.8,1
5,72.89433,782.44,161.4,5170.2858,84.49,9.9844,105.205316,2.2,82.9,1
5,74.23165,816.36,160.0,4816.6858,62.09,8.0144,111.005316,2.2,72.2,0
5,74.23165,816.36,160.0,4816.6858,62.09,8.0144,111.005316,2.2,54.3,0
4,90.2786,773.025,163.0,4870.35725,82.3375,7.1055,108.756645,2.25,93.0,1
5,83.96156,765.66,160.2,5677.8858,88.57,9.1244,105.205316,2.2,85.0,1
5,83.96156,765.66,160.2,5677.8858,88.57,9.1244,105.205316,2.2,70.9,0
5,85.29888,799.58,158.8,5324.2858,66.17,7.1544,111.005316,2.2,65.0,0
5,85.29888,799.58,158.8,5324.2858,66.17,7.1544,111.005316,2.2,36.9,0
4,93.5306,788.7,169.75,5093.10725,82.3375,7.8305,107.256645,2.25,93.4,1
5,86.56316,778.2,165.6,5856.0858,88.57,9.7044,104.005316,2.2,86.2,1
5,86.56316,778.2,165.6,5856.0858,88.57,9.7044,104.005316,2.2,84.5,1
5,87.90048,812.12,164.2,5502.4858,66.17,7.7344,109.805316,2.2,72.5,0
5,87.90048,812.12,164.2,5502.4858,66.17,7.7344,109.805316,2.2,53.6,0
4,94.8431,781.9,168.5,5255.60725,82.3375,8.1055,107.256645,2.25,91.3,1
5,87.61316,772.76,164.6,5986.0858,88.57,9.9244,104.005316,2.2,87.5,1
5,87.61316,772.76,164.6,5986.0858,88.57,9.9244,104.005316,2.2,81.8,1
5,88.95048,806.68,163.2,5632.4858,66.17,7.9544,109.805316,2.2,71.5,0
5,88.95048,806.68,163.2,5632.4858,66.17,7.9544,109.805316,2.2,49.3,0
4,96.03285,785.4,168.0,5384.35725,82.3375,10.3055,108.256645,2.25,91.7,1
5,88.56496,775.56,164.2,6089.0858,88.57,11.6844,104.805316,2.2,87.8,1
5,88.56496,775.56,164.2,6089.0858,88.57,11.6844,104.805316,2.2,83.3,1
5,89.90228,809.48,162.8,5735.4858,66.17,9.7144,110.605316,2.2,73.1,0
5,89.90228,809.48,162.8,5735.4858,66.17,9.7144,110.605316,2.2,51.8,0
5,79.171174,738.22,167.0,4033.4858,66.244,7.2324,126.205316,2.2,76.35,0
4,96.03285,785.4,168.0,5384.35725,82.3375,10.3055,108.256645,2.25,35.0,0
4,96.03285,785.4,168.0,5384.35725,82.3375,10.3055,108.256645,2.25,20.0,0
4,96.03285,785.4,168.0,5384.35725,82.3375,10.3055,108.256645,2.25,55.0,0
4,96.03285,785.4,168.0,5384.35725,82.3375,10.3055,108.256645,2.25,85.0,1
4,100.351275,734.25,171.75,3536.85725,75.1375,5.363,31.506645,2.5,28.9,0
4,76.5177175,787.05,151.75,4434.35725,79.6075,6.9055,112.006645,2.25,26.2,0
4,76.5177175,787.05,151.75,4434.35725,79.6075,6.9055,112.006645,2.25,28.6,0
4,76.5177175,787.05,151.75,4434.35725,79.6075,6.9055,112.006645,2.25,18.9,0
4,76.5177175,787.05,151.75,4434.35725,79.6075,6.9055,112.006645,2.25,15.2,0
4,76.4445625,794.0,164.5,4235.85725,77.2375,8.1805,108.756645,2.25,91.7,1
4,76.4445625,794.0,164.5,4235.85725,77.2375,8.1805,108.756645,2.25,92.2,1
5,88.936744,743.42,170.6,4617.8858,71.69,7.8044,89.605316,2.4,91.8,1
5,88.936744,743.42,170.6,4617.8858,71.69,7.8044,89.605316,2.4,92.6,1
5,88.936744,743.42,170.6,4617.8858,71.69,7.8044,89.605316,2.4,93.9,1
5,88.936744,743.42,170.6,4617.8858,71.69,7.8044,89.605316,2.4,89.4,1
5,88.936744,743.42,170.6,4617.8858,71.69,7.8044,89.605316,2.4,80.5,1
5,88.936744,743.42,170.6,4617.8858,71.69,7.8044,89.605316,2.4,73.4,0
5,88.936744,743.42,170.6,4617.8858,71.69,7.8044,89.605316,2.4,61.4,0
5,88.936744,743.42,170.6,4617.8858,71.69,7.8044,89.605316,2.4,56.0,0
5,88.936744,743.42,170.6,4617.8858,71.69,7.8044,89.605316,2.4,49.4,0
5,88.936744,743.42,170.6,4617.8858,71.69,7.8044,89.605316,2.4,44.1,0
5,72.942289,786.82,162.0,5168.6858,74.83,9.7844,107.005316,2.6,91.2,1
5,72.942289,786.82,162.0,5168.6858,74.83,9.7844,107.005316,2.6,55.3,0
5,72.942289,786.82,162.0,5168.6858,74.83,9.7844,107.005316,2.6,16.9,0
5,72.32465,787.02,162.8,4963.4858,65.23,9.3044,102.805316,2.4,32.0,0
5,83.24476,779.88,149.8,4584.2858,73.1,8.1524,128.605316,2.6,81.0,1
6,84.188275,752.466666666667,160.166666666667,4565.5715,66.1,8.69366666666667,110.00443,2.66666666666667,65.0,0
5,92.26674,747.78,159.2,5174.2858,60.484,6.8124,132.805316,2.2,125.0,1
5,92.26674,747.78,159.2,5174.2858,60.484,6.8124,132.805316,2.2,108.0,1
4,90.97585,782.425,146.0,5665.10725,91.35,6.4805,107.006645,2.75,22.3,0
5,90.30468,735.74,160.6,5058.0858,74.386,6.7844,92.605316,2.6,24.0,0
3,72.8169566666667,866.4,129.333333333333,5035.80966666667,103.966666666667,6.54066666666667,137.675526666667,2.33333333333333,35.0,0
6,95.5614583333333,746.783333333333,164.166666666667,5450.0715,60.15,7.572,113.50443,2.5,36.0,0
6,96.5622866666667,747.616666666667,164.333333333333,5546.0715,60.15,8.60533333333333,114.337763333333,2.5,41.0,0
6,96.9504,748.783333333333,164.333333333333,5591.23816666667,60.15,9.08866666666667,114.171096666667,2.5,33.0,0
6,97.2296016666667,750.116666666667,163.666666666667,5633.5715,60.15,8.572,114.50443,2.5,38.0,0
6,97.9162333333333,752.45,163.666666666667,5175.23816666667,60.15,7.05533333333333,118.171096666667,2.5,48.0,0
6,98.2350333333333,737.45,162.833333333333,5720.40483333333,60.15,9.43866666666667,114.337763333333,2.5,33.0,0
6,83.8915416666667,754.516666666667,162.0,4825.5715,56.75,7.672,114.50443,2.5,31.0,0
6,92.2248116666667,742.133333333333,159.166666666667,5104.5715,59.8166666666667,6.822,113.837763333333,2.5,22.0,0
6,92.4265666666667,741.966666666667,157.5,5195.0715,60.15,6.68866666666667,113.50443,2.66666666666667,62.0,0
6,92.5585083333333,739.716666666667,167.833333333333,5186.90483333333,60.15,6.922,113.837763333333,2.66666666666667,18.0,0
6,93.1142333333333,740.533333333333,161.0,5248.5715,60.15,6.95533333333333,114.50443,2.5,40.0,0
6,94.1339,741.966666666667,166.333333333333,5305.73816666667,60.15,7.18866666666667,113.837763333333,2.5,35.0,0
6,94.4012333333333,743.1,165.166666666667,4954.23816666667,60.15,7.322,114.00443,2.5,38.0,0
6,95.2822333333333,750.983333333333,165.5,5397.0715,60.15,7.43866666666667,113.50443,2.5,42.0,0
5,90.30468,735.74,160.6,5058.0858,74.386,6.7844,92.605316,2.6,21.2,0
4,90.2786,773.025,163.0,4870.35725,82.3375,7.1055,108.756645,2.25,94.2,1
4,90.2786,773.025,163.0,4870.35725,82.3375,7.1055,108.756645,2.25,78.5,1
4,90.2786,773.025,163.0,4870.35725,82.3375,7.1055,108.756645,2.25,48.8,0
4,90.2786,773.025,163.0,4870.35725,82.3375,7.1055,108.756645,2.25,34.2,0
4,76.4445625,794.0,164.5,4235.85725,77.2375,8.1805,108.756645,2.25,89.8,1
5,92.26674,747.78,159.2,5174.2858,60.484,6.8124,132.805316,2.2,129.0,1
5,85.99348,782.78,167.0,5649.2858,69.31,9.0244,101.605316,2.4,21.0,0
4,93.5306,788.7,169.75,5093.10725,82.3375,7.8305,107.256645,2.25,94.0,1
5,85.99348,782.78,167.0,5649.2858,69.31,9.0244,101.605316,2.4,75.0,0
5,85.99348,782.78,167.0,5649.2858,69.31,9.0244,101.605316,2.4,40.0,0
4,91.8081,775.175,171.0,4956.10725,82.3375,7.4555,107.756645,2.25,88.1,1
4,93.5306,788.7,169.75,5093.10725,82.3375,7.8305,107.256645,2.25,92.7,1
5,85.99348,782.78,167.0,5649.2858,69.31,9.0244,101.605316,2.4,90.0,1
5,85.99348,782.78,167.0,5649.2858,69.31,9.0244,101.605316,2.4,89.1,1
5,85.99348,782.78,167.0,5649.2858,69.31,9.0244,101.605316,2.4,86.9,1
5,85.99348,782.78,167.0,5649.2858,69.31,9.0244,101.605316,2.4,75.3,0
5,85.99348,782.78,167.0,5649.2858,69.31,9.0244,101.605316,2.4,69.1,0
5,85.99348,782.78,167.0,5649.2858,69.31,9.0244,101.605316,2.4,58.7,0
5,85.99348,782.78,167.0,5649.2858,69.31,9.0244,101.605316,2.4,36.2,0
4,76.5177175,787.05,151.75,4434.35725,79.6075,6.9055,112.006645,2.25,30.4,0
5,83.24476,779.88,149.8,4584.2858,73.1,8.1524,128.605316,2.6,72.5,0
6,98.5317666666667,735.4,161.0,5460.40483333333,69.5,10.4603333333333,109.837763333333,2.66666666666667,83.5,1
6,98.5317666666667,735.4,161.0,5460.40483333333,69.5,10.4603333333333,109.837763333333,2.66666666666667,89.5,1
6,98.5317666666667,735.4,161.0,5460.40483333333,69.5,10.4603333333333,109.837763333333,2.66666666666667,87.0,1
6,98.5317666666667,735.4,161.0,5460.40483333333,69.5,10.4603333333333,109.837763333333,2.66666666666667,65.0,0
6,98.5317666666667,735.4,161.0,5460.40483333333,69.5,10.4603333333333,109.837763333333,2.66666666666667,29.0,0
6,73.2022615466667,732.5,156.5,3981.5715,69.9666666666667,7.227,130.50443,2.33333333333333,70.5,0
6,73.2022615466667,732.5,156.5,3981.5715,69.9666666666667,7.227,130.50443,2.33333333333333,73.5,0
6,73.2022615466667,732.5,156.5,3981.5715,69.9666666666667,7.227,130.50443,2.33333333333333,72.5,0
5,83.24476,779.88,149.8,4584.2858,73.1,8.1524,128.605316,2.6,60.0,0
6,73.2022615466667,732.5,156.5,3981.5715,69.9666666666667,7.227,130.50443,2.33333333333333,63.5,0
6,73.2022615466667,732.5,156.5,3981.5715,69.9666666666667,7.227,130.50443,2.33333333333333,66.0,0
6,73.2022615466667,732.5,156.5,3981.5715,69.9666666666667,7.227,130.50443,2.33333333333333,65.5,0
5,83.24476,779.88,149.8,4584.2858,73.1,8.1524,128.605316,2.6,49.5,0
6,73.2022615466667,732.5,156.5,3981.5715,69.9666666666667,7.227,130.50443,2.33333333333333,51.0,0
6,73.2022615466667,732.5,156.5,3981.5715,69.9666666666667,7.227,130.50443,2.33333333333333,53.0,0
6,73.2022615466667,732.5,156.5,3981.5715,69.9666666666667,7.227,130.50443,2.33333333333333,54.0,0
4,76.4445625,794.0,164.5,4235.85725,77.2375,8.1805,108.756645,2.25,40.0,0
4,76.4445625,794.0,164.5,4235.85725,77.2375,8.1805,108.756645,2.25,20.0,0
4,76.4445625,794.0,164.5,4235.85725,77.2375,8.1805,108.756645,2.25,91.4,1
6,103.903966666667,769.1,150.5,5710.23816666667,67.0166666666667,7.58866666666667,113.00443,2.83333333333333,105.0,1
6,103.903966666667,769.1,150.5,5710.23816666667,67.0166666666667,7.58866666666667,113.00443,2.83333333333333,73.0,0
5,83.24476,779.88,149.8,4584.2858,73.1,8.1524,128.605316,2.6,80.0,1
6,92.521545,740.083333333333,157.333333333333,4844.5715,69.1666666666667,7.84366666666667,109.337763333333,2.66666666666667,85.0,1
6,92.521545,740.083333333333,157.333333333333,4844.5715,69.1666666666667,7.84366666666667,109.337763333333,2.66666666666667,74.0,0
6,92.521545,740.083333333333,157.333333333333,4844.5715,69.1666666666667,7.84366666666667,109.337763333333,2.66666666666667,25.5,0
6,75.8870166666667,719.65,165.333333333333,3962.90483333333,69.2333333333333,7.182,123.837763333333,2.33333333333333,75.0,0
6,75.8870166666667,719.65,165.333333333333,3962.90483333333,69.2333333333333,7.182,123.837763333333,2.33333333333333,78.0,1
6,75.8870166666667,719.65,165.333333333333,3962.90483333333,69.2333333333333,7.182,123.837763333333,2.33333333333333,66.5,0
6,75.8870166666667,719.65,165.333333333333,3962.90483333333,69.2333333333333,7.182,123.837763333333,2.33333333333333,73.0,0
6,75.8870166666667,719.65,165.333333333333,3962.90483333333,69.2333333333333,7.182,123.837763333333,2.33333333333333,55.5,0
6,75.8870166666667,719.65,165.333333333333,3962.90483333333,69.2333333333333,7.182,123.837763333333,2.33333333333333,64.0,0
5,89.33718,740.52,181.0,4716.6858,72.09,7.9244,89.605316,2.6,83.3,1
5,89.33718,740.52,181.0,4716.6858,72.09,7.9244,89.605316,2.6,75.2,0
5,89.33718,740.52,181.0,4716.6858,72.09,7.9244,89.605316,2.6,59.1,0
5,89.33718,740.52,181.0,4716.6858,72.09,7.9244,89.605316,2.6,49.4,0
5,89.33718,740.52,181.0,4716.6858,72.09,7.9244,89.605316,2.6,28.9,0
4,96.03285,785.4,168.0,5384.35725,82.3375,10.3055,108.256645,2.25,54.3,0
4,96.03285,785.4,168.0,5384.35725,82.3375,10.3055,108.256645,2.25,61.3,0
4,96.03285,785.4,168.0,5384.35725,82.3375,10.3055,108.256645,2.25,78.2,1
4,96.03285,785.4,168.0,5384.35725,82.3375,10.3055,108.256645,2.25,94.5,1
4,96.03285,785.4,168.0,5384.35725,82.3375,10.3055,108.256645,2.25,92.5,1
6,84.188275,752.466666666667,160.166666666667,4565.5715,66.1,8.69366666666667,110.00443,2.66666666666667,81.5,1
5,83.24476,779.88,149.8,4584.2858,73.1,8.1524,128.605316,2.6,70.7,0
6,84.188275,752.466666666667,160.166666666667,4565.5715,66.1,8.69366666666667,110.00443,2.66666666666667,84.5,1
6,84.188275,752.466666666667,160.166666666667,4565.5715,66.1,8.69366666666667,110.00443,2.66666666666667,80.0,1
6,84.188275,752.466666666667,160.166666666667,4565.5715,66.1,8.69366666666667,110.00443,2.66666666666667,71.5,0
6,84.188275,752.466666666667,160.166666666667,4565.5715,66.1,8.69366666666667,110.00443,2.66666666666667,12.0,0
6,84.188275,752.466666666667,160.166666666667,4565.5715,66.1,8.69366666666667,110.00443,2.66666666666667,42.0,0
4,76.4445625,794.0,164.5,4235.85725,77.2375,8.1805,108.756645,2.25,88.5,1
5,89.33718,740.52,181.0,4716.6858,72.09,7.9244,89.605316,2.6,81.0,1
5,89.33718,740.52,181.0,4716.6858,72.09,7.9244,89.605316,2.6,62.7,0
5,89.33718,740.52,181.0,4716.6858,72.09,7.9244,89.605316,2.6,47.5,0
5,89.33718,740.52,181.0,4716.6858,72.09,7.9244,89.605316,2.6,44.5,0
5,89.33718,740.52,181.0,4716.6858,72.09,7.9244,89.605316,2.6,32.0,0
5,89.33718,740.52,181.0,4716.6858,72.09,7.9244,89.605316,2.6,29.2,0
4,92.2091,776.875,169.25,4428.85725,82.3375,7.6555,108.006645,2.25,92.15,1
5,93.501854,778.3,145.0,5287.4858,81.694,7.8124,124.205316,2.8,39.6,0
5,93.501854,778.3,145.0,5287.4858,81.694,7.8124,124.205316,2.8,20.2,0
5,93.90229,775.4,155.4,5386.2858,82.094,7.9324,124.205316,3.0,46.8,0
4,100.351275,734.25,171.75,3536.85725,75.1375,5.363,31.506645,2.5,29.0,0
4,88.9444675,775.425,160.25,4654.35725,81.8375,6.9055,107.756645,2.25,93.0,1
5,74.23165,816.36,160.0,4816.6858,62.09,8.0144,111.005316,2.2,57.0,0
5,84.89765,776.84,160.6,4850.6858,83.55,7.9444,100.405316,2.6,90.0,1
5,92.26674,747.78,159.2,5174.2858,60.484,6.8124,132.805316,2.2,119.0,1
3,72.8169566666667,866.4,129.333333333333,5035.80966666667,103.966666666667,6.54066666666667,137.675526666667,2.33333333333333,21.5,0
4,88.9444675,775.425,160.25,4654.35725,81.8375,6.9055,107.756645,2.25,35.0,0
4,76.5177175,787.05,151.75,4434.35725,79.6075,6.9055,112.006645,2.25,37.0,0
5,72.952854,776.88,151.2,5329.0858,86.386,8.9644,107.805316,2.2,25.0,0
5,72.952854,776.88,151.2,5329.0858,86.386,8.9644,107.805316,2.2,15.0,0
5,83.24476,779.88,149.8,4584.2858,73.1,8.1524,128.605316,2.6,84.5,1
